"Term","Variable","Description","Category1|Category2|...","really found?","line_numbers","occurrence_count","removal_reason"
"Thermodynamic Integration","thermodynamic integration","A method to calculate free energy by integrating dV/dλ","method|algorithm","yes","2062,32309,32588,61358,89088,89138,91524,99685,106065,107844,110475,114776,118830,126201,127061,140147,140192,140263,140323,140327,140459,140586,140628,140882,142932,148218,151627,166020,167632,167682,167736,168986,169006,174690,175764,175816,195732,195746,207700,207713,209544,211201","42","Lower-priority member of semantic cluster led by row 800 (Champion: 'Thermodynamic Integration')"
"TI Mask for V0","timask1","Specifies atoms unique to the initial state V0 in pmemd TI.","identifier|data format","yes","114852,132284,132293,132304,132567,133507,133566,133595,133648,133701,140842,140847,147679,147756,147838,147906,148035,148084,148188","19","Lower-priority member of semantic cluster led by row 805 (Champion: 'GaMD Ligand/Peptide Mask')"
"time-averaged restraints","time-averaged restraints","Restraints applied to the time-averaged value of a coordinate.","method|model","yes","117819,117821,117831,177397,181177,181311,181443","7","Lower-priority member of semantic cluster led by row 807 (Champion: 'Time-averaged restraints')"
"TI Merge Command (ParmEd)","tiMerge","A parmed command to merge two topologies for efficient TI calculations.","software|process","yes","89066,89071,89082,147975","4","Lower-priority member of semantic cluster led by row 810 (Champion: 'tiMerge')"
"TIP3P","TIP3P","A simple 3-site rigid water model","model|chemical entity","yes","4511,4521,4730,4744,5126,5370,5614,14702,14745,14768,14771,14773,14780,14805,14826,14834,14948,15211,15385,15408,15470,15659,15679,15695,15705,15721,15737,15757,15777,15807,15828,15849,15870,15917,16446,16455,18009,22416,22567,22769,26243,26311,26366,26402,26457,34628,35234,74616,81225,81433,81469,84582,84583,84585,97240,99221,99222,99797,99799,110289,141285,166840,174550,189981,198993,199020","68","Lower-priority member of semantic cluster led by row 812 (Champion: 'TIP3P')"
"tleap","tleap","Command-line interface for the LEaP program","software","yes","1894,1978,4774,4873,68466,68664,68916,68947,68997,72380,72411,72471,72477,72498,72513,73323,73410,73439,74466,74543,74890,74948,77783,79703,80462,81147,81264,81709,81787,81824,82877,82977,83021,83595,83763,84194,84342,86012,86161,86179,88839,88841,92059,93725,93798,105801,190041,195854","48","Lower-priority member of semantic cluster led by row 382 (Champion: 'LEaP')"
"tleap","tleap","The command-line version of LEaP","software","yes","1894,1978,4774,4873,68466,68664,68916,68947,68997,72380,72411,72471,72477,72498,72513,73323,73410,73439,74466,74543,74890,74948,77783,79703,80462,81147,81264,81709,81787,81824,82877,82977,83021,83595,83763,84194,84342,86012,86161,86179,88839,88841,92059,93725,93798,105801,190041,195854","48","Lower-priority member of semantic cluster led by row 382 (Champion: 'LEaP')"
"tleap","tleap","The terminal (non-graphical) version of the LEaP program.","software","yes","1894,1978,4774,4873,68466,68664,68916,68947,68997,72380,72411,72471,72477,72498,72513,73323,73410,73439,74466,74543,74890,74948,77783,79703,80462,81147,81264,81709,81787,81824,82877,82977,83021,83595,83763,84194,84342,86012,86161,86179,88839,88841,92059,93725,93798,105801,190041,195854","48","Lower-priority member of semantic cluster led by row 382 (Champion: 'LEaP')"
"tolerance","tolerance","Keyword for the target residual tolerance for the RISM solver","identifier|measure","yes","33550,33555,33558,33583,33584,33667,33700,33707,34003,34124,34131,34190,34207,34333,34382,34431,35030,35035,35045,35046,36037,36145,36150,36240,36245,36250,36437,38319,38326,38494,38501,38540,38547,38565,38567,38633,38634,38644,38645,38690,38697,38790,40432,40508,41716,41723,41964,41971,41983,41990,42019,42086,42087,42097,42098,42155,42162,42280,47153,47157,58589,66986,67326,81497,87654,87751,87761,96594,97605,99734,99746,99951,110357,115164,115318,116166,117072,118703,120815,139457,139864,140075,140093,178672,181024,186463,186466,187034,187089,187351,191971,191976,211625,211630,214068,214794,214795,216582,216584,216606","105","Lower-priority member of semantic cluster led by row 817 (Champion: 'tolerance')"
"Torch PBSA runtime","Torch PBSA runtime","A dedicated C++ runtime using LibTorch for PBSA calculations","software","yes","26665,26667,26728,26736,26745,26901,26938,30608","8","Lower-priority member of semantic cluster led by row 818 (Champion: 'Torch PBSA runtime')"
"triopt","triopt","Option to use trimer arc dots for more accurate surface mapping","identifier","yes","24797,24802,24876,24886,24894","5","Lower-priority member of semantic cluster led by row 820 (Champion: 'triopt')"
"UnitCell","UnitCell","A program to reconstruct a complete crystal unit cell from a PDB file.","software","yes","105424,105428,105449,105460,105470,105530,105781","8","Lower-priority member of semantic cluster led by row 822 (Champion: 'UnitCell')"
"Urey-Bradley term","Urey-Bradley","A 1-3 harmonic interaction term in some force fields.","model","yes","84735,84766,84936,84937,84972,85000,85029,85400,85431,85601,85602,85637,85665,85694,87206,100307,100329,100400,100429,122107,194496","21","Lower-priority member of semantic cluster led by row 824 (Champion: 'Urey-Bradley Term')"
"Urey-Bradley term","Urey-Bradley","A 1-3 harmonic interaction term in some force fields.","model","yes","84735,84766,84936,84937,84972,85000,85029,85400,85431,85601,85602,85637,85665,85694,87206,100307,100329,100400,100429,122107,194496","21","Lower-priority member of semantic cluster led by row 824 (Champion: 'Urey-Bradley Term')"
"use_rmin","use_rmin","Option to use rmin values for van der Waals radii","identifier","yes","26215,26554,26584","3","Lower-priority member of semantic cluster led by row 827 (Champion: 'use_rmin')"
"use_sav","use_sav","Option to use molecular volume or surface area for the cavity term","identifier","yes","24292,26322,26338,26349,26473,26554,26584","7","Lower-priority member of semantic cluster led by row 829 (Champion: 'use_sav')"
"van der Waals Energy","VDW","The van der Waals interaction energy component","measure","yes","15137,18698,18836,18857,24687,25638,25659,29691,29696,30795,44650,45322,45323,45387,46797,47193,48349,48600,49907,49927,51006,51015,51017,51056,51682,78479,78502,82965,83234,84254,84255,84257,84259,84825,85258,85490,85923,88554,88732,88733,89167,89172,89174,99083,99085,99700,99723,107875,107884,107885,108000,114803,117341,117360,117380,117398,117906,119761,122038,122093,126245,126698,126718,127353,140552,140806,140826,142975,143449,143451,143496,143559,143727,143730,143757,143776,143805,143806,143828,144091,144235,144345,144408,144649,144829,145235,145435,145883,145995,147354,147855,148558,148573,185028,186116,186645,186674,186701,191560,191569","122","Lower-priority member of semantic cluster led by row 831 (Champion: 'Van der Waals Energy')"
"van der Waals energy","E_vdW","Non-bonded energy arising from van der Waals interactions","measure","yes","25638,25659,117341,119761,194622,194710,195660","7","Lower-priority member of semantic cluster led by row 831 (Champion: 'Van der Waals Energy')"
"verbose","verbose","A variable controlling the amount of output printed","identifier","yes","3764,4030,4033,26119,30059,40076,40081,40294,43244,43251,86645,86663,90934,96395,96397,96581,96583,97583,97609,97944,97946,101113,101223,101303,115279,115284,115289,115290,116293,116306,127255,128816,149411,168134,170628,172582,173622,186349,187303,190487,190717,190722,192029,192073,192117,205208,214086","48","Lower-priority member of semantic cluster led by row 834 (Champion: 'Verbose Level')"
"VMD","VMD","A molecular visualization program","software","yes","18407,26009,27874,27931,27938,27952,28067,28143,28230,28371,28472,28654,28699,28719,28883,28959,29037,29098,29198,29275,29293,29442,29446,29473,29491,29501,29601,29633,29691,86010,86102","31","Lower-priority member of semantic cluster led by row 836 (Champion: 'VMD')"
"vprob","vprob","Solvent probe radius for molecular volume used in the cavity term","identifier|measure","yes","26381,26386","2","Lower-priority member of semantic cluster led by row 838 (Champion: 'vprob')"
"Virtual Orbital Level Shifting","vshift","Controls level shifting for NDDO methods to improve SCF convergence.","measure|method","yes","47125,47130,47136,120950,120955,120961","6","Lower-priority member of semantic cluster led by row 840 (Champion: 'Level Shifting')"
"Well-tempered ABMD","Well-tempered ABMD","A variant of ABMD for smoother free energy convergence","method|algorithm","yes","158403,162915,165276","3","Lower-priority member of semantic cluster led by row 842 (Champion: 'Well-Tempered ABMD')"
"xleap","xleap","Graphical user interface for the LEaP program","software","yes","1982,72384,72389,73319,73403,73415,73421,73435,73438,74527,74547,81143","12","Lower-priority member of semantic cluster led by row 845 (Champion: 'xleap')"
"xmax","xmax","The upper boundary of the active site focusing box in x","identifier|measure","yes","26792,26797,26817","3","Lower-priority member of semantic cluster led by row 846 (Champion: 'xmax')"
"XVV file","--xvv","Bulk solvent susceptibility file from 1D-RISM calculations","data format","yes","40745,192623,213063,214062","4","Lower-priority member of semantic cluster led by row 849 (Champion: 'xvv file')"
"Z-matrix method","Z-matrix method","A method to generate force field parameters using a Z-matrix and Hessian.","method|algorithm","yes","98973,98980,99398,99556,99562,100361","6","Lower-priority member of semantic cluster led by row 851 (Champion: 'Z-matrix method')"
"α_k","α_k","Fractional solvent accessible surface area in the GTFE model","measure","no","","0","Lower-priority member of semantic cluster led by row 852 (Champion: 'α_k')"
"γ","γ","Phase offset of the dihedral term in degrees.","measure|model","yes","6134,6246,6351,19778,19886,19887,19891","7","Lower-priority member of semantic cluster led by row 854 (Champion: 'Surface Tension')"
"ΔG_tr","ΔG_tr","The free energy of transfer term in the GTFE model","measure","no","","0","Lower-priority member of semantic cluster led by row 856 (Champion: 'ΔG_tr')"
"Δg_tr,k","Δg_tr,k","Group transfer free energies for sidechains or backbone in GTFE","measure","no","","0","Lower-priority member of semantic cluster led by row 858 (Champion: 'Δg_tr,k')"
"Partial MM Character","λ","A switching function value for molecules in the transition region","measure|model","yes","60213,60214,60421,60584,61223,207829,207836,207837,207904,207905,207973,207975,208985,208989,208991,209001,209092,209096,209112,209448,209449,209452,209462","25","Lower-priority member of semantic cluster led by row 860 (Champion: 'Lambda')"
"Energy Minimization","energy minimizer","Process of finding a structure's lowest energy conformation","process|method","yes","2053,23956,27246,64641,73584,87743,97967,98067,98096,105844,106872,106921,108221,134550,134743,136216,136921,138385,175854,178405,178479","21","Lower-priority member of semantic cluster led by row 1081 (Champion: 'Minimization')"
"mol2 file","mol2 files","A file format for representing molecular structures and properties","data format","yes","7685,74519,83669,91302,91795,92420,92550,93721,98788,98807,98929,98933,98935,99039,99129,99133,99406,100735,100792,100870,100878,100883,103643,104765,105031,105039,188639,189968,196639,197593,197597,197614,197618,206809,208111,208235,208253","37","Lower-priority member of semantic cluster led by row 462 (Champion: 'mol2')"
"mdl file",".mdl","An input file for rism1d containing molecular model parameters","data format","yes","34729,34734,36517,36547","4","Lower-priority member of semantic cluster led by row 1118 (Champion: 'MDL File Format')"
"mdiis_del","mdiis_del","Keyword for the MDIIS step size","identifier|measure","yes","35088,35095,35106,36143,36188,36193,36437,38810,38815,42759,42764,214080","12","Lower-priority member of semantic cluster led by row 437 (Champion: 'MDIIS')"
"s""mdiis_restart""","mdiis_restart","Keyword for the MDIIS restart criterion","identifier|measure","yes","35154,35161,35174,36211,36216,36223,38872,38877,38884,42848,42855,42875","12","Lower-priority member of semantic cluster led by row 437 (Champion: 'MDIIS')"
"mdiis_method","mdiis_method","Keyword to specify the MDIIS implementation","identifier","yes","38901,38906","2","Lower-priority member of semantic cluster led by row 437 (Champion: 'MDIIS')"
"Parameter-Topology File","--prmtop","Amber file containing force field parameters and molecular topology","data format","yes","2007,2008,40606,40660,40684,190094,213063,214062","8","Lower-priority member of semantic cluster led by row 615 (Champion: 'Topology File')"
