Residue_Code,Filename,MOL2_SHA256_Hash,Raw_SMILES,Raw_CID,Raw_ChEBI,Raw_Name,Canon_SMILES,Canon_CID,Canon_ChEBI,Canon_Name,Flat_SMILES,Flat_CID,Flat_ChEBI,Flat_Name
HNA,all_modrna08.lib_HNA_sybyl.mol2,130e4e5f12c0b7952d66aedbe4b457c8fd488fdaa32764571662c2f6e1c22251,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)N[C@@H]([C@H](CC)O)[C]([O-])[O-])ncnc12,,-,Compound_None,CC[C@H](O)[C@H](NC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O)[C]([O-])[O-],,-,Compound_None,CCC(O)C(NC(=O)Nc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O)[C]([O-])[O-],,-,Compound_None
OMU,all_modrna08.lib_OMU_sybyl.mol2,1d0edfb05f921a140bdcb4a958d4d01b7ef74c8b115c3cfa753e7aa0d7a4a6c3,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)OC,,-,Compound_None,CO[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,CO[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
B3Y,ff15ipq-m.lib_B3Y_sybyl.mol2,59721d1afbf365931c828c0d324250ebd15d79be14d037b7ff84313e362358ed,[NH][C@H](C[C][O])Cc1ccc(O)cc1,57594225,-,SCHEMBL2617270,[NH][C@H](C[C][O])Cc1ccc(O)cc1,57594225,-,SCHEMBL2617270,[NH]C(C[C][O])Cc1ccc(O)cc1,572032,-,3-Amino-4-[4-hydroxyphenyl]butanool
CRQ,xFPchromophores.lib_CRQ_sybyl.mol2,5564528dfd9d0a47913c15f6ab30d9882bbf8cc419e7a38a60678b6f190fe432,[N][C](CC[C](N)[O])[C]1[N][C]([CH]c2ccc(cc2)[O-])[C]([O])N1C[C][O],,-,Compound_None,[N][C](CC[C](N)[O])[C]1[N][C]([CH]c2ccc([O-])cc2)[C]([O])N1C[C][O],,-,Compound_None,[N][C](CC[C](N)[O])[C]1[N][C]([CH]c2ccc([O-])cc2)[C]([O])N1C[C][O],,-,Compound_None
M4C,all_modrna08.lib_M4C_sybyl.mol2,7b5b43f923a00516162bd63ed00948f760aeb5ac9d102c378aff4a66577e9844,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(NC)C=C1,,-,Compound_None,CNc1ccn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2OC)c(=O)n1,,-,Compound_None,CNc1ccn(C2OC(CO[P]([O])=O)C([O])C2OC)c(=O)n1,,-,Compound_None
3MP,all_modrna08.lib_3MP_sybyl.mol2,a81e5c14cd414ecc3a864157607b8899c175bfac8af6f2944795b2839e3dc042,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[C]1[C]([O])N([C]([O])N[CH]1)C,,-,Compound_None,CN1[C]([O])N[CH][C]([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]1[O],,-,Compound_None,CN1[C]([O])N[CH][C](C2OC(COP([O])[O])C([O])C2O)[C]1[O],,-,Compound_None
W5F,ff15ipq-19F.lib_W5F_sybyl.mol2,3391885ea4b87b29f1d3bef2e1b35eaf0c5010c324ed42fdc82568739a1b28fc,[NH][C@@H](C[C]1[CH]Nc2ccc(F)cc12)[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]Nc2ccc(F)cc21,,-,Compound_None,[NH]C([C][O])C[C]1[CH]Nc2ccc(F)cc21,,-,Compound_None
MRG,all_modrna08.lib_MRG_sybyl.mol2,5e650981e1bd8d68b5d3b725769046c102876e2fbc2e703dd9b63b6ab6acb43c,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)N,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1cnc2c(=O)[nH]c(N)nc21,,-,Compound_None
CASP,uni_aminoct03.lib_CASP_sybyl.mol2,f2491b8ddfc18d3e62283d5e8a5a7fef9bcfc691c9132669cbf65387922f6d9f,[NH][C@@H]([C][C]([O-])[O-])[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C][C]([O-])[O-])[C]([O-])[O-],,-,Compound_None,[NH]C([C][C]([O-])[O-])[C]([O-])[O-],,-,Compound_None
5DU,all_modrna08.lib_5DU_sybyl.mol2,389c8d4495c9d1e393a10fb368758f8b321b9e9768d544cc56da40ddf4e96672,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)CNC[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([O])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1CNC[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([O])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1CNC[C]([O-])[O-],,-,Compound_None
UE,all_prot_nucleic10.lib_UE_sybyl.mol2,ece11c35e9ed419752eab562d35f00beb760517d08efe6d6bfda9e09ea0c27ec,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](O)N[C]2[O])[C@@H]([C@@H]1[O])O,,-,Compound_None,[O][C]1N[C](O)[CH][CH]N1[C@@H]1O[C@H](COP([O])[O])[C@@H]([O])[C@H]1O,,-,Compound_None,[O][C]1N[C](O)[CH][CH]N1C1OC(COP([O])[O])C([O])C1O,,-,Compound_None
NASN,uni_aminont03.lib_NASN_sybyl.mol2,8db845d9835b94d075872d42d365c963526a2f9d10f9e65f7f9c0a8557fbfbf1,[NH3+][C@@H]([C][C]([O])N)[C][O],,-,Compound_None,N[C]([O])[C][C@H]([NH3+])[C][O],,-,Compound_None,N[C]([O])[C]C([NH3+])[C][O],,-,Compound_None
C2C,amberdyes.lib_C2C_sybyl.mol2,7227cdf64039bfb6a3d5389280ecd8f659e41648fba60d539cc57832131705f5,[NH][C@H]([C]([O-])[O-])CS[C@@H]1C[C]([O])N([C]1[O])CC[NH],,-,Compound_None,[NH]CCN1[C]([O])C[C@@H](SC[C@H]([NH])[C]([O-])[O-])[C]1[O],,-,Compound_None,[NH]CCN1[C]([O])CC(SCC([NH])[C]([O-])[O-])[C]1[O],,-,Compound_None
NOLP,GLYCAM_aminont_06j_12SB.lib_NOLP_sybyl.mol2,c6f7b0b1020359c3b1f75316fcd9bb7250be114199fc52c302ece3b741df667e,[NH2+]1C[C@H]([O])C[C@H]1[C][O],42554282,-,"(3R,5S)-5-(hydroxymethyl)pyrrolidin-1-ium-3-ol",[O][C][C@@H]1C[C@@H]([O])C[NH2+]1,42554282,-,"(3R,5S)-5-(hydroxymethyl)pyrrolidin-1-ium-3-ol",[O][C]C1CC([O])C[NH2+]1,74814304,-,5-(hydroxymethyl)pyrrolidin-1-ium-3-ol
C3C,amberdyes.lib_C3C_sybyl.mol2,9568c0f8fd7f66583afdeb24c9116e7c3d80ca859d5e7d34bfbde768cf77ac30,[NH][C@H]([C]([O-])[O-])CS[C@@H]1C[C]([O])N([C]1[O])CCN[C](CCC[N]C)[O],,-,Compound_None,C[N]CCC[C]([O])NCCN1[C]([O])C[C@@H](SC[C@H]([NH])[C]([O-])[O-])[C]1[O],,-,Compound_None,C[N]CCC[C]([O])NCCN1[C]([O])CC(SCC([NH])[C]([O-])[O-])[C]1[O],,-,Compound_None
5HU,all_modrna08.lib_5HU_sybyl.mol2,bc15a6d1e42afad9dc2c6f09b7e84974a5bd2a07e9dc821fa0608e7474ebf9b4,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)O,,-,Compound_None,[O][C]1N[C]([O])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1O,,-,Compound_None,[O][C]1N[C]([O])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1O,,-,Compound_None
TRP,uni_amino03.lib_TRP_sybyl.mol2,5c94cb0867f0bf57c49f14326270420057062e171f2d9ac033d2f119f6d9b31d,[NH][C@@H]([C][C]1[CH]Nc2ccccc12)[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C]1[CH]Nc2ccccc21,,-,Compound_None,[NH]C([C][O])[C][C]1[CH]Nc2ccccc21,148603988,-,"2-amino-3-(2,3-dihydro-1H-indol-3-yl)propan-1-ol"
PHE,uni_amino03.lib_PHE_sybyl.mol2,4314a6fbd0ab268988bf4456da8b0c794e6dd2884c268e7e55c2ca6f1c72bb3d,[NH][C@@H]([C]c1ccccc1)[C][O],447213,CHEBI:45086,"PHENYLALANINOL, (S)-",[NH][C@H]([C][O])[C]c1ccccc1,447213,CHEBI:45086,"PHENYLALANINOL, (S)-",[NH]C([C][O])[C]c1ccccc1,76652,-,DL-Phenylalaninol
5MC,all_modrna08.lib_5MC_sybyl.mol2,058f10b057971ce5627825b41de623de71e3655152c8c9cb46df93c97912e146,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)C,57346933,-,"[(2R,3S,4R,5R)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium",Cc1cn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)nc1N,57346933,-,"[(2R,3S,4R,5R)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium",Cc1cn(C2OC(CO[P]([O])=O)C([O])C2O)c(=O)nc1N,71339338,-,"[5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium"
GLU,uni_amino03.lib_GLU_sybyl.mol2,e85461596fd42eb15e5e719fdaa8332faf0919beeb9938d13d1db28e9ddca48e,[NH][C@@H]([C][C][C]([O-])[O-])[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C][C]([O-])[O-],,-,Compound_None,[NH]C([C][O])[C][C][C]([O-])[O-],,-,Compound_None
LYS,uni_amino03.lib_LYS_sybyl.mol2,d789e812bc09fa4c1a06bbf8674e5422e81f797ada558a443c64bf0b7b9f9747,[NH][C@@H]([C][C][C][C][NH3+])[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C][C][C][NH3+],,-,Compound_None,[NH]C([C][O])[C][C][C][C][NH3+],,-,Compound_None
BUG,all_modrna08.lib_BUG_sybyl.mol2,94340a562738938f6abd875c38ba196629d5ddc988751194eff323c948ed7c4f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)C[C@@H]([C@@H]([C]([O-])[O-])N)O)C)C,,-,Compound_None,Cc1nc2n(C)c3c(ncn3[C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c(=O)n2c1C[C@H](O)[C@H](N)[C]([O-])[O-],,-,Compound_None,Cc1nc2n(C)c3c(ncn3C3OC(CO[P]([O])=O)C([O])C3O)c(=O)n2c1CC(O)C(N)[C]([O-])[O-],,-,Compound_None
ASP,uni_amino03.lib_ASP_sybyl.mol2,d26316698f59bdad34aa4a368dac14bcdf17cb7d7a7a2e094af4f2f59712ed36,[NH][C@@H]([C][C]([O-])[O-])[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C]([O-])[O-],,-,Compound_None,[NH]C([C][O])[C][C]([O-])[O-],,-,Compound_None
1MA,all_modrna08.lib_1MA_sybyl.mol2,f201978f8177a9ffa5ab986309d2768ad56911c47087682ae429dc10e2325b20,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=C2C(=C(N)N(C=N2)C)N=C1,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=C2C(=C(N)N(C=N2)C)N=C1,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=C2C(=C(N)N(C=N2)C)N=C1,,-,Compound_None
T39,amberdyes.lib_T39_sybyl.mol2,42bcf4c480145409e311ece27a0d1fa1c9cd40f938cef57b9a1085238ba611e4,[C@H]1(c2c(N(C(C)(C)C1)CCC[C][O])cc1c(c2)[C]([CH][C](O1)[O])C)C,,-,Compound_None,C[C]1[CH][C]([O])Oc2cc3c(cc21)[C@@H](C)CC(C)(C)N3CCC[C][O],,-,Compound_None,C[C]1[CH][C]([O])Oc2cc3c(cc21)C(C)CC(C)(C)N3CCC[C][O],,-,Compound_None
LEU,uni_amino03.lib_LEU_sybyl.mol2,7232f8fee721abeaed492a420aff347b902d03697ef09df9ad503d0b695a5fa8,[NH][C@@H]([C][C]([C])[C])[C][O],111307,CHEBI:228882,L-Leucinol,[C][C]([C])[C][C@H]([NH])[C][O],111307,CHEBI:228882,L-Leucinol,[C][C]([C])[C]C([NH])[C][O],79030,-,2-Amino-4-methylpentan-1-ol
G5E,all_prot_nucleic10.lib_G5E_sybyl.mol2,ea1784c6923ef3f402cf13aa71ee43e9e5f1d723d0deded1669b3b39e66fde69,OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1[O])O,135768196,-,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one",OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1[O])O,135768196,-,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one",OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1[O])O,135768196,-,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one"
NILE,uni_aminont03.lib_NILE_sybyl.mol2,1a01543a069ff5407a225cac57668bd6a0c6d2e239d5bf6d53cfc8e6cda6c536,[NH3+][C@@H]([C]([C])[C][C])[C][O],,-,Compound_None,[C][C][C]([C])[C@H]([NH3+])[C][O],,-,Compound_None,[C][C][C]([C])C([NH3+])[C][O],74746509,-,(1-hydroxy-3-methylpentan-2-yl)azanium
PS,lipid21.lib_PS_sybyl.mol2,46a3df0bff6ff7f7378e4f7af94111b603beb6087b963cf8f255243901033559,[C](=O)OC[C@H](CO[P](OC[C@H]([NH3+])[C]([O-])[O-])([O])[O])O[C]=O,,-,Compound_None,[NH3+][C@@H](CO[P]([O])([O])OC[C@@H](CO[C]=O)O[C]=O)[C]([O-])[O-],,-,Compound_None,[NH3+]C(CO[P]([O])([O])OCC(CO[C]=O)O[C]=O)[C]([O-])[O-],,-,Compound_None
B3N,ff15ipq-m.lib_B3N_sybyl.mol2,0b322b6469ad5d3598be98ff4e51c0eaebc4e8f3ae02b599415ab3a820f22aeb,[NH][CH](=[CH2][C][O])C[C]([O])N,-,-,API Error,[NH][CH](=[CH2][C][O])C[C]([O])N,-,-,API Error,[NH][CH](=[CH2][C][O])C[C]([O])N,-,-,API Error
52U,all_modrna08.lib_52U_sybyl.mol2,3ca39daf1687791fdc581259f6297ba762f6838111f684dcc67b9533877046f5,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)C,,-,Compound_None,C[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([S])N[C]1[O],,-,Compound_None,C[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([S])N[C]1[O],,-,Compound_None
CTYR,uni_aminoct03.lib_CTYR_sybyl.mol2,271744c9c2651f24ceb7a069606088fe583f52f0d7662b0e97cdde720141ab15,[NH][C@@H]([C]c1ccc(O)cc1)[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C]c1ccc(O)cc1)[C]([O-])[O-],,-,Compound_None,[NH]C([C]c1ccc(O)cc1)[C]([O-])[O-],,-,Compound_None
M3U,all_modrna08.lib_M3U_sybyl.mol2,2d9fd42e99a847eebd533536c1b0dcad6da75766389d9f51dec522c04faa06ae,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@@]1[C]([O])N([C]([O])[CH][CH]1)C,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](COP([O])[O])O[C@H]1N1[CH][CH][C]([O])N(C)[C]1[O],,-,Compound_None,COC1C([O])C(COP([O])[O])OC1N1[CH][CH][C]([O])N(C)[C]1[O],,-,Compound_None
CHIE,uni_aminoct03.lib_CHIE_sybyl.mol2,dd6d7bf86f214f77c53df9ebdd81223b834d85a9076a15ba348ad2c219fe6cda,[NH][C@@H]([C][C]1[N][CH]N[CH]1)[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C][C]1[CH]N[CH][N]1)[C]([O-])[O-],,-,Compound_None,[NH]C([C][C]1[CH]N[CH][N]1)[C]([O-])[O-],,-,Compound_None
5TU,all_modrna08.lib_5TU_sybyl.mol2,2b24a2e9f99aeb877c05cf3edfeeb377126044fbbb3aa5e91414fdfe3c6dff49,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[C]([CH]1)CNCCS([O])([O])[O],,-,Compound_None,[O][C]1N[C]([O])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1CNCCS([O])([O])[O],,-,Compound_None,[O][C]1N[C]([O])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1CNCCS([O])([O])[O],,-,Compound_None
OL,lipid21.lib_OL_sybyl.mol2,f56d3866efccdad472e313c0bb06e6611749dd61fb0f0b9ddca4c4129f8d660f,[CH2]CCCCCC/C=C\CCCCCCCC,5352243,CHEBI:169689,(Z)-8-Heptadecene,[CH2]CCCCCC/C=C\CCCCCCCC,5352243,CHEBI:169689,(Z)-8-Heptadecene,[CH2]CCCCCCC=CCCCCCCCC,520230,-,8-heptadecane
ALA,uni_amino03.lib_ALA_sybyl.mol2,e85b331620dd6dbe3e45fe5d7ec72a7b7a32c37071aae50ad2bd2aa3db8827d1,[NH][C@@H]([C])[C][O],80307,CHEBI:78502,L-Alaninol,[C][C@H]([NH])[C][O],80307,CHEBI:78502,L-Alaninol,[C]C([NH])[C][O],5126,CHEBI:195477,DL-Alaninol
OCU,all_modrna08.lib_OCU_sybyl.mol2,6e17d39134e76c34b92cca1752bbded56928bd8fb4886b4ec403358c7de80e2c,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[C]([CH]1)C[C](OC)[O],,-,Compound_None,CO[C]([O])C[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,CO[C]([O])C[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
DMA,all_modrna08.lib_DMA_sybyl.mol2,8780aee9aff5f99b99960ae8c44181b5429724cdc07871d74b6cad20b893d93c,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(N(C)C)ncnc12,,-,Compound_None,CN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O,,-,Compound_None,CN(C)c1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O,,-,Compound_None
CPRO,uni_aminoct03.lib_CPRO_sybyl.mol2,7a5f4b4143adfafe5499376a1debfb39107f9ac040b9bca46e3da5292e174ebe,[N]1#CC#C[C@H]1[C]([O-])[O-],,-,Compound_None,[N]1#CC#C[C@H]1[C]([O-])[O-],,-,Compound_None,[N]1#CC#C[C@H]1[C]([O-])[O-],,-,Compound_None
SMA,all_modrna08.lib_SMA_sybyl.mol2,6bdb8916a2a61d8e74bbfe282cb57a966a743c54c00602082b8bbff1afaa9f9e,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC)nc(nc12)SC,,-,Compound_None,CNc1nc(SC)nc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O,,-,Compound_None,CNc1nc(SC)nc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O,,-,Compound_None
6TA,all_modrna08.lib_6TA_sybyl.mol2,524d239f92e1395cb8c974a22ddddb22d84784811670205df320aae9169bca78,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)N[C@H](C(=O)O)[C@H](O)C)ncnc12,,-,Compound_None,C[C@@H](O)[C@H](NC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O)C(=O)O,,-,Compound_None,CC(O)C(NC(=O)Nc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O)C(=O)O,,-,Compound_None
B1C,amberdyes.lib_B1C_sybyl.mol2,9063f95fe9982c91aee29b457c6eba192bd32b581c3c742096935aea343d6794,c1(ccc(cc1)C[C@H]([C]([O-])[O-])[NH])[C](C)[N]OC[C]([O])NCCCCC[NH],,-,Compound_None,C[C]([N]OC[C]([O])NCCCCC[NH])c1ccc(C[C@@H]([NH])[C]([O-])[O-])cc1,,-,Compound_None,C[C]([N]OC[C]([O])NCCCCC[NH])c1ccc(CC([NH])[C]([O-])[O-])cc1,,-,Compound_None
